iter	Logloss
331	0.04208295686
332	0.04190160358
333	0.04175776149
334	0.04157736945
335	0.04142001319
336	0.04123942814
337	0.04102749295
338	0.04089588589
339	0.04070400056
340	0.0404943171
341	0.04030176193
342	0.04010447245
343	0.03993668632
344	0.03973989638
345	0.03961498018
346	0.0394325332
347	0.03923002122
348	0.03912891282
349	0.03899025539
350	0.03881204696
351	0.03862598207
352	0.03848206051
353	0.03834962845
354	0.03822039044
355	0.03809001711
356	0.03796407155
357	0.03777246248
358	0.03756852377
359	0.03743289387
360	0.03724049765
361	0.03707270017
362	0.03694660701
363	0.03678586369
364	0.03666526931
365	0.03652826945
366	0.036384416
367	0.03619334811
368	0.03606868926
369	0.03595660603
370	0.03583385452
371	0.03566387721
372	0.03555270604
373	0.0354587237
374	0.03528275187
375	0.03515284402
376	0.03505673106
377	0.03496587844
378	0.03484679782
379	0.03473318191
380	0.0346216777
381	0.03445576108
382	0.03433826991
383	0.03422381386
384	0.03408476663
385	0.03393479756
386	0.03378824961
387	0.03369369583
388	0.03355730526
389	0.03344082832
390	0.03331568884
391	0.03321427391
392	0.0331118069
393	0.03295608551
394	0.03286749976
395	0.03271998299
396	0.03260826686
397	0.03250276475
398	0.03239568831
399	0.03227305791
400	0.03213659544
401	0.0320174959
402	0.03192870579
403	0.03178478801
404	0.03170003399
405	0.03156436436
406	0.03145848191
407	0.03137298993
408	0.03127614846
409	0.03118534694
410	0.03109335332
411	0.03099421471
412	0.03088862934
413	0.03079972948
414	0.03067812087
415	0.03056786174
416	0.03045130911
417	0.03036416145
418	0.03026198962
419	0.03016796566
420	0.03007830514
421	0.02997877484
422	0.02988389371
423	0.0297698634
424	0.02968182072
425	0.02960199591
426	0.02952361296
427	0.02942956629
428	0.02931503644
429	0.02923524569
430	0.02912835091
431	0.02904357986
432	0.02890955645
433	0.02881175374
434	0.02873737282
435	0.02865523384
436	0.0285740315
437	0.02846171742
438	0.02835555493
439	0.02825640118
440	0.02816630167
441	0.02807903101
442	0.02798571095
443	0.02790935645
444	0.02785582391
445	0.02774249183
446	0.02768626667
447	0.02758372019
448	0.02750023774
449	0.02740199604
450	0.0273325746
451	0.02723462998
452	0.02718370869
453	0.02707832957
454	0.02701269067
455	0.02693524815
456	0.02684337563
457	0.02678078129
458	0.02666705752
459	0.0265669274
460	0.02651705061
461	0.02641214832
462	0.02632694017
463	0.02626063332
464	0.0261791585
465	0.0261033641
466	0.02602481653
467	0.02597047034
468	0.0258985966
469	0.02581374418
470	0.0257411022
471	0.02565897836
472	0.0255566438
473	0.02547639892
474	0.02539840956
475	0.02530785969
476	0.02523309465
477	0.02513503082
478	0.02503490448
479	0.02497356089
480	0.02490230023
481	0.02484726717
482	0.02476039387
483	0.02468645951
484	0.02462430606
485	0.02454834893
486	0.02447356686
487	0.02440488149
488	0.024325806
489	0.02426549934
490	0.02417796756
491	0.02412066952
492	0.02403930634
493	0.02397001925
494	0.0239121649
495	0.02383236658
496	0.02374990781
497	0.02370231114
498	0.02361964612
499	0.02353719113
500	0.02344528456
501	0.02338775377
502	0.02332458042
503	0.02328025916
504	0.02321185574
505	0.02314920652
506	0.02310701779
507	0.0230439977
508	0.02297700208
509	0.02291173405
510	0.02282497618
511	0.02274108311
512	0.02267849824
513	0.02261084224
514	0.02256172044
515	0.02248580683
516	0.02242774623
517	0.02235169259
518	0.02226473793
519	0.02217546153
520	0.02212131591
521	0.02203882687
522	0.02198369919
523	0.02194038648
524	0.02188092754
525	0.02183657979
526	0.02177590226
527	0.02171667606
528	0.02167227533
529	0.0216024395
530	0.02154817657
531	0.02149341031
532	0.02144957724
533	0.02138064021
534	0.02130435573
535	0.02122471446
536	0.02115528546
537	0.02110494886
538	0.0210343921
539	0.0209702329
540	0.02091819332
541	0.02085891981
542	0.02078972166
543	0.02070745211
544	0.0206389219
545	0.02059184748
546	0.02053327409
547	0.02049563801
548	0.02043016562
549	0.02038467687
550	0.02033744729
551	0.02028986007
552	0.02025025988
553	0.02020927838
554	0.02014813915
555	0.02010310075
556	0.02005994888
557	0.0199992581
558	0.01995962007
559	0.01990361441
560	0.01985610667
561	0.01978505982
562	0.01973056036
563	0.0196631371
564	0.01959819264
565	0.0195585319
566	0.01953098509
567	0.01946953554
568	0.01940085017
569	0.0193606142
570	0.01931534873
571	0.01925398055
572	0.01922731551
573	0.01917802341
574	0.0191359028
575	0.01905898821
576	0.01900658153
577	0.01897088687
578	0.01891550753
579	0.0188756973
580	0.01881512763
581	0.0187711148
582	0.01873651383
583	0.01867960748
584	0.0186336892
585	0.01858290604
586	0.01853743432
587	0.01849013283
588	0.0184383714
589	0.01840036067
590	0.01834820755
591	0.01829823047
592	0.01823877153
593	0.01819783544
594	0.01815740646
595	0.01813116149
596	0.01808623473
597	0.0180435597
598	0.01801402417
599	0.01798747456
600	0.01795990126
601	0.01791851104
602	0.01786921138
603	0.0178361923
604	0.0177946015
605	0.01774866808
606	0.01769901268
607	0.01767358326
608	0.01762806423
609	0.01758042782
610	0.01753016124
611	0.01747782836
612	0.0174257093
613	0.01738311563
614	0.0173344877
615	0.01730446588
616	0.01727248752
617	0.01722625134
618	0.01718670603
619	0.01716189536
620	0.01711614548
621	0.01709163757
622	0.01704690948
623	0.01700070926
624	0.01697427507
625	0.01691514916
626	0.01687928419
627	0.01682898544
628	0.01677287193
629	0.01672507089
630	0.01668907915
631	0.01663447372
632	0.01658394412
633	0.01654931288
634	0.0165116295
635	0.01648615466
636	0.01645101063
637	0.01643201094
638	0.01639787167
639	0.01636524806
640	0.01632097032
641	0.01629029569
642	0.016270471
643	0.01624382299
644	0.01622456785
645	0.01618159953
646	0.01614181958
647	0.01609513873
648	0.01605937216
649	0.01600652649
650	0.01596152215
651	0.0159284955
652	0.01589570159
653	0.01584966977
654	0.01580702596
655	0.01577315066
656	0.01574118364
657	0.01571031506
658	0.01566854734
659	0.01563562098
660	0.0156036956
661	0.01557121485
662	0.01554115708
663	0.01550038466
664	0.01545010862
665	0.01540927471
666	0.01537076727
667	0.01533402337
668	0.01530167886
669	0.01526824066
670	0.01523850456
671	0.01519651829
672	0.01514965769
673	0.01511150125
674	0.01508747018
675	0.01504807151
676	0.01502345857
677	0.01497705872
678	0.01493569026
679	0.01490703178
680	0.0148791737
681	0.01486508998
682	0.01483447779
683	0.01480979957
684	0.01478538437
685	0.01477359022
686	0.01473583494
687	0.01471389286
688	0.01467862962
689	0.01465027673
690	0.01461900605
691	0.01458365009
692	0.01454524861
693	0.01451774722
694	0.01448698933
695	0.01445733366
696	0.01441398026
697	0.01439082055
698	0.014359846
699	0.01433105696
700	0.01428798645
701	0.01425604215
702	0.01423127027
703	0.01419194634
704	0.01415831229
705	0.01412694227
706	0.01409853167
707	0.01407099905
708	0.01405268245
709	0.01402455947
710	0.01400394667
711	0.01397209319
712	0.01394290489
713	0.0139211104
714	0.01388858992
715	0.01385686133
716	0.01382852831
717	0.01379320924
718	0.01376701537
719	0.01373597838
720	0.01370669357
721	0.01368220647
722	0.01364871434
723	0.01361844464
724	0.01360319153
725	0.01358136298
726	0.01356232261
727	0.01353442669
728	0.01349552378
729	0.01347028452
730	0.01344082847
731	0.01340648106
732	0.01338115855
733	0.01336800768
734	0.0133521396
735	0.01332382834
736	0.01329754364
737	0.01326028317
738	0.01323200029
739	0.0131980124
740	0.01316973993
741	0.01314441647
742	0.01311622347
743	0.01309323595
744	0.01307181801
745	0.01305937483
746	0.01303258018
747	0.01301018208
748	0.01298914069
749	0.01295831279
750	0.01293376609
751	0.01290493541
752	0.01287188227
753	0.01284730434
754	0.01282738693
755	0.01280511182
756	0.01276961773
757	0.01274651573
758	0.0127235424
759	0.01270125877
760	0.01267209886
761	0.012641042
762	0.01261005704
763	0.01259258721
764	0.01256515961
765	0.01254342946
766	0.01251876165
767	0.01249145799
768	0.01246966729
769	0.01244358032
770	0.01241535611
771	0.01240120331
772	0.01238128306
773	0.01235603719
774	0.01233482645
775	0.01232308149
776	0.01229586015
777	0.0122654438
778	0.01224511673
779	0.01222105443
780	0.01219939902
781	0.01216792776
782	0.01213468067
783	0.0121193216
784	0.01208928653
785	0.0120710494
786	0.01204996828
787	0.01202839329
788	0.01199944246
789	0.01197573495
790	0.01195022984
791	0.01193366353
792	0.01190825871
793	0.01188819181
794	0.01186067623
795	0.01183675963
796	0.01181159228
797	0.01178571345
798	0.01176074289
799	0.01172949208
800	0.01170654051
801	0.01169437454
802	0.01166525341
803	0.01164266136
804	0.01162474496
805	0.01160889296
806	0.01159185077
807	0.01156330866
808	0.01154004014
809	0.01152266396
810	0.01149962157
811	0.01147915636
812	0.01146200536
813	0.01144211633
814	0.01141860466
815	0.01138980332
816	0.01136713558
817	0.01134216123
818	0.01132256455
819	0.01129856564
820	0.01127663586
821	0.01125672128
822	0.01123790703
823	0.01121800665
824	0.01119359524
825	0.01116799741
826	0.01114898069
827	0.01112197316
828	0.01110769454
829	0.01108838074
830	0.01107219477
831	0.01105706275
832	0.0110433026
833	0.01102657072
834	0.01101200354
835	0.01098824777
836	0.0109708593
837	0.01094411763
838	0.01091964188
839	0.0108993148
840	0.01087776063
841	0.01085678926
842	0.010849491
843	0.0108335302
844	0.0108177151
845	0.01079731896
846	0.01078258242
847	0.01075908116
848	0.0107449331
849	0.01072460791
850	0.0107004756
851	0.0106822451
852	0.01066415177
853	0.01064194763
854	0.0106208296
855	0.01060016193
856	0.01058845955
857	0.01056631028
858	0.0105527138
859	0.0105312022
860	0.01051364626
861	0.01049877443
862	0.01048012196
863	0.01046434281
864	0.01045537941
865	0.01044597891
866	0.01042422132
867	0.01041021896
868	0.01039113128
869	0.01036924029
870	0.01035318488
871	0.01033532052
872	0.01031172559
873	0.0102898611
874	0.01027181413
875	0.01025761971
876	0.01024092095
877	0.01022680979
878	0.01021443284
879	0.01020101612
880	0.01018386985
881	0.01016353047
882	0.01014440495
883	0.01012851889
884	0.01011740026
885	0.01009591894
886	0.01007449248
887	0.01005504813
888	0.01004099467
889	0.01002300732
890	0.01000501523
891	0.009989172693
892	0.00997188167
893	0.009956286067
894	0.009944685868
895	0.009927889657
896	0.009911383901
897	0.009894266961
898	0.009877813241
899	0.009864600878
900	0.009848223792
901	0.009834581897
902	0.009815418531
903	0.009797856921
904	0.009784600091
905	0.009767993102
906	0.009751189323
907	0.009732324926
908	0.009712908003
909	0.009692357646
910	0.009670690885
911	0.009651840679
912	0.009638665214
913	0.00961970053
914	0.009605103069
915	0.009587970991
916	0.009570452902
917	0.009551214793
918	0.009538327891
919	0.009523772058
920	0.009506930435
921	0.009492677356
922	0.009478591737
923	0.009463415259
924	0.009452175526
925	0.009439098457
926	0.009420939854
927	0.009408473969
928	0.009391427986
929	0.009375169164
930	0.009360224482
931	0.009344384784
932	0.009326998204
933	0.009311332589
934	0.009292856095
935	0.00928185005
936	0.009264406704
937	0.009248671078
938	0.009233906156
939	0.009216529982
940	0.009197441358
941	0.009181787097
942	0.009168499992
943	0.009153356628
944	0.009136015461
945	0.009118330857
946	0.009105165799
947	0.009093596822
948	0.009078758104
949	0.009062082995
950	0.009049025793
951	0.009037317738
952	0.009019221578
953	0.009004819961
954	0.008990319948
955	0.008974635412
956	0.008965097723
957	0.008948473703
958	0.008937860292
959	0.008923923212
960	0.008910195222
961	0.008893796376
962	0.008878953873
963	0.008865331847
964	0.008848999228
965	0.008834296749
966	0.008820331286
967	0.008806986468
968	0.008793167652
969	0.008784160728
970	0.008770989047
971	0.008756208041
972	0.008740179122
973	0.008724565544
974	0.008707177071
975	0.008691850163
976	0.008681662499
977	0.00866480763
978	0.008651175196
979	0.008636156718
980	0.008623752329
981	0.008610309116
982	0.008593089997
983	0.008579960891
984	0.008567721125
985	0.008551366745
986	0.008536562087
987	0.008523668562
988	0.008510276439
989	0.008495050763
990	0.008480461817
991	0.008466527576
992	0.00845422442
993	0.008442627059
994	0.008429046661
995	0.008413070724
996	0.008398983214
997	0.008384768925
998	0.008376183964
999	0.008362064286
945834
998	0.007751605813
999	0.00774026532
